Index,Abstract,Class
84,"High-frequency twin peak quasiperiodic oscillations (QPOs) are observed in four microquasars, i.e., Galactic black hole binary systems, with frequency ratio very close to 3:2. In the microquasar GRS 1915+105, the structure of QPOs exhibits additional frequencies, and more than two frequencies are observed in the Galaxy nuclei Sgr A*, or in some extragalactic sources (NGC 4051, MCG-6-30-15 and NGC 5408 X-1). The observed QPOs can be explained by a variety of the orbital resonance model versions assuming resonance of oscillations with the Keplerian frequency or the vertical epicyclic frequency, and the radial epicyclic frequency, or some combinations of these frequencies. Generally, different resonances could arise at different radii of an accretion disc. However, we have shown that for special values of dimensionless black hole spin strong resonant phenomena could occur when different resonances can be excited at the same radius, as cooperative phenomena between the resonances may work in such situations. The special values of black hole spin are determined for triple frequency ratio sets \nu_{K} : \nu_{\theta} : \nu_{r} = s:t:u with s, t, u being small integers. The most promising example of such a special situation arises for black holes with extraordinary resonant spin a = 0.983 at the radius r = 2.395 M, where \nu_{K} : \nu_{\theta} : \nu_{r} = 3:2:1. We also predict that when combinations of the orbital frequencies are allowed, QPOs with four frequency ratio set 4:3:2:1 could be observed in the field of black holes with a = 0.866, 0.882 and 0.962. Assuming the extraordinary resonant spin a = 0.983 in Sgr A*, its QPOs with observed frequency ratio very close to 3:2:1 imply the black hole mass in the interval 4.3 x 10^6 M_sun &lt; M &lt; 5.4 x 10^6 M_sun, in agreement with estimates given by other, independent, observations.",Astronomy
482,Sport Motivation and Perceived Competence Sport Anxiety and Responses to Stress Imagery Attention and Psychological Skills Group Dynamics in Sport and Exercise Aggression and Morality in Sport Self Concept and Body Image Exercise-Related Cognitions Affect and Motivation Special Conditions and Alternative Approaches.,Psychology
215,"PAHs have been detected toward molecular clouds and some young stars with disks, but have not yet been associated with embedded young stars. We present a sensitive mid-IR spectroscopic survey of PAH features toward a sample of low-mass embedded YSOs. The aim is to put constraints on the PAH abundance in the embedded phase of star formation using radiative transfer modeling. VLT-ISAAC L-band spectra for 39 sources and Spitzer IRS spectra for 53 sources are presented. Line intensities are compared to recent surveys of Herbig Ae/Be and T Tauri stars. The radiative transfer codes RADMC and RADICAL are used to model the PAH emission from embedded YSOs consisting of a PMS star with a circumstellar disk embedded in an envelope. The dependence of the PAH feature on PAH abundance, stellar radiation field, inclination and the extinction by the surrounding envelope is studied. The 3.3 micron PAH feature is undetected for the majority of the sample (97%), with typical upper limits of 5E-16 W/m^2. Compact 11.2 micron PAH emission is seen directly towards 1 out of the 53 Spitzer Short-High spectra, for a source that is borderline embedded. For all 12 sources with both VLT and Spitzer spectra, no PAH features are detected in either. In total, PAH features are detected toward at most 1 out of 63 (candidate) embedded protostars (&lt;~ 2%), even lower than observed for class II T Tauri stars with disks (11-14%). Assuming typical class I stellar and envelope parameters, the absence of PAHs emission is most likely explained by the absence of emitting carriers through a PAH abundance at least an order of magnitude lower than in molecular clouds but similar to that found in disks. Thus, most PAHs likely enter the protoplanetary disks frozen out in icy layers on dust grains and/or in coagulated form.",Astronomy
649,"Gaslighting—a type of psychological abuse aimed at making victims seem or feel “crazy,” creating a “surreal” interpersonal environment—has captured public attention. Despite the popularity of the term, sociologists have ignored gaslighting, leaving it to be theorized by psychologists. However, this article argues that gaslighting is primarily a sociological rather than a psychological phenomenon. Gaslighting should be understood as rooted in social inequalities, including gender, and executed in power-laden intimate relationships. The theory developed here argues that gaslighting is consequential when perpetrators mobilize gender-based stereotypes and structural and institutional inequalities against victims to manipulate their realities. Using domestic violence as a strategic case study to identify the mechanisms via which gaslighting operates, I reveal how abusers mobilize gendered stereotypes; structural vulnerabilities related to race, nationality, and sexuality; and institutional inequalities against victims to erode their realities. These tactics are gendered in that they rely on the association of femininity with irrationality. Gaslighting offers an opportunity for sociologists to theorize under-recognized, gendered forms of power and their mobilization in interpersonal relationships.",Sociology
670,"Though mainstream sociological theory has been founded within dualisms such as structure/agency, nature/culture, and mind/matter, a thread within sociology dating back to Spencer and Tarde favoured a monist ontology that cut across such dualistic categories. This thread has been reinvigorated by recent developments in social theory, including the new materialisms, posthumanism and affect theories. Here we assess what a monist or ‘flat’ ontology means for sociological understanding of key concepts such as structures and systems, power and resistance. We examine two monistic sociologies: Bruno Latour’s ‘sociology of associations’ and DeLanda’s ontology of assemblages. Understandings of social processes in terms of structures, systems or mechanisms are replaced with a focus upon the micropolitics of events and interactions. Power is a flux of forces or ‘affects’ fully immanent within events, while resistance is similarly an affective flow in events producing micropolitical effects contrary to power or control.",Sociology
530,"Causal inference is of central importance to developmental psychology. Many key questions in the field revolve around improving the lives of children and their families. These include identifying risk factors that if manipulated in some way would foster child development. Such a task inherently involves causal inference: One wants to know whether the risk factor actually causes outcomes. Random assignment is not possible in many instances, and for that reason, psychologists must rely on observational studies. Such studies identify associations, and causal interpretation of such associations requires additional assumptions. Research in developmental psychology generally has relied on various forms of linear regression, but this methodology has limitations for causal inference. Fortunately, methodological developments in various fields are providing new tools for causal inference-tools that rely on more plausible assumptions. This article describes the limitations of regression for causal inference and describes how new tools might offer better causal inference. This discussion highlights the importance of properly identifying covariates to include (and exclude) from the analysis. This discussion considers the directed acyclic graph for use in accomplishing this task. With the proper covariates having been chosen, many of the available methods rely on the assumption of ""ignorability."" The article discusses the meaning of ignorability and considers alternatives to this assumption, such as instrumental variables estimation. Finally, the article considers the use of the tools discussed in the context of a specific research question, the effect of family structure on child development.",Psychology
228,"Shear flows have been prescribed in numerical models of coronal mass ejections and flares for decades as a way of energizing magnetic fields to erupt. While such shear flows have long been observed in the solar atmosphere, until recently, there was no compelling physical explanation for them. This paper will discuss the discovery that such shear flows are readily explained as a response to the Lorentz force that naturally occurs as bipolar magnetic fields emerge and expand in a gravitationally stratified atmosphere. It will be shown that shearing motions transport axial flux, and magnetic energy from the submerged portion of the field to the expanding portion, strongly coupling the solar interior to the corona. This physical process explains active region shear flows and why the magnetic field is found to be nearly parallel to photospheric polarity inversion lines where prominences form. Finally, shear flows driven by the Lorentz force are shown to produce a loss of equilibrium and eruption in magnetic arcades and flux ropes offering a convincing explanation for CMEs and flares.",Astronomy
565,"Empathy accounts for the naturally occurring subjective experience of similarity between the feelings expressed by self and others without loosing sight of whose feelings belong to whom. Empathy involves not only the affective experience of the other person's actual or inferred emotional state but also some minimal recognition and understanding of another's emotional state. In light of multiple levels of analysis ranging from developmental psychology, social psychology, cognitive neuroscience, and clinical neuropsychology, this article proposes a model of empathy that involves parallel and distributed processing in a number of dissociable computational mechanisms. Shared neural representations, self-awareness, mental flexibility, and emotion regulation constitute the basic macrocomponents of empathy, which are underpinned by specific neural systems. This functional model may be used to make specific predictions about the various empathy deficits that can be encountered in different forms of social and neurological disorders.",Psychology
615,"Human beings, like other organisms, are the products of evolution. Like other organisms, we exhibit traits that are the product of natural selection. Our psychological capacities are evolved traits as much as are our gait and posture. This much few would dispute. Evolutionary psychology goes further than this, claiming that our psychological traits -- including a wide variety of traits, from mate preference and jealousy to language and reason -- can be understood as specific adaptations to ancestral Pleistocene conditions. In Evolutionary Psychology as Maladapted Psychology, Robert Richardson takes a critical look at evolutionary psychology by subjecting its ambitious and controversial claims to the same sorts of methodological and evidential constraints that are broadly accepted within evolutionary biology. The claims of evolutionary psychology may pass muster as psychology; but what are their evolutionary credentials? Richardson considers three ways adaptive hypotheses can be evaluated, using examples from the biological literature to illustrate what sorts of evidence and methodology would be necessary to establish specific evolutionary and adaptive explanations of human psychological traits. He shows that existing explanations within evolutionary psychology fall woefully short of accepted biological standards. The theories offered by evolutionary psychologists may identify traits that are, or were, beneficial to humans. But gauged by biological standards, there is inadequate evidence: evolutionary psychologists are largely silent on the evolutionary evidence relevant to assessing their claims, including such matters as variation in ancestral populations, heritability, and the advantage offered to our ancestors. As evolutionary claims they are unsubstantiated. Evolutionary psychology, Richardson concludes, may offer a program of research, but it lacks the kind of evidence that is generally expected within evolutionary biology. It is speculation rather than sound science -- and we should treat its claims with skepticism.",Psychology
640,"This 1966 paperback edition of a publication which first appeared in 1963 has by now been widely reviewed as a worthy contribution to the sociological study of deviant behavior. Its current appearance as a paperback is a testimonial both to the quality of the work and to the prominence of deviant behavior in this generation. In general the author places deviance in perspective, identifies types of deviant behavior, considers the role of rule makers and enforcers, and some of the problems in studying deviance. In addition, he develops a sequential model of deviance relying on the concept of career, a concept originally developed in studies of occupations. In his study of a particular kind of deviance, the use of marihuana, the author posits and tests systematically an hypothesis about the genesis of marihuana use for pleasure. The hypothesis traces the sequence of changes in individual attitude",Sociology
695,"▪ Abstract Recent research on entrepreneurship by sociologists has focused on subsectors of the discipline rather than on entrepreneurship as a class. This review draws insights from diverse literatures to develop a sociological perspective on entrepreneurship as a whole. Until recently, the supply-side perspective, which focuses on the individual traits of entrepreneurs, has been the dominant school of research. Newer work from the demand-side perspective has focused on rates, or the context in which entrepreneurship occurs. This review emphasizes this less developed demand-side perspective—in particular, the influence of firms and markets on how, where, and why new enterprises are founded. I take stock of the differences and separation in the two perspectives and argue that sociological frameworks, an embeddedness perspective, institutional and ecological theory, and multilevel models can be used to integrate the two schools and extend their research implications.",Sociology
141,"Massive stars are those stars with initial masses above about 8 times that of the sun, eventually leading to catastrophic explosions in the form of supernovae. These represent the most massive and luminous stellar component of the Universe, and are the crucibles in which the lion's share of the chemical elements are forged. These rapidly-evolving stars drive the chemistry, structure and evolution of galaxies, dominating the ecology of the Universe - not only as supernovae, but also during their entire lifetimes - with far-reaching consequences. Although the existence of magnetic fields in massive stars is no longer in question, our knowledge of the basic statistical properties of massive star magnetic fields is seriously incomplete. The Magnetism in Massive Stars (MiMeS) Project represents a comprehensive, multidisciplinary strategy by an international team of recognized researchers to address the ""big questions"" related to the complex and puzzling magnetism of massive stars. This paper present the first results of the MiMeS Large Program at the Canada-France-Hawaii Telescope.",Astronomy
379,"Analysing Qualitative Data in Psychology equips students and researchers in psychology and the social sciences to carry out qualitative data analysis, focusing on four major methods (grounded theory, interpretative phenomenological analysis, discourse analysis and narrative analysis). Assuming no prior knowledge of qualitative research, chapters on the nature, assumptions and practicalities of each method are written by acknowledged experts. To help students and researchers make informed methodological choices about their own research the book addresses data collection and the writing up of research using each method, while providing a sustained comparison of the four methods, backed up with authoritative analyses using the different methods.",Psychology
816,"Sociological investigations of economic exchange reveal how institutions and social structures shape transaction patterns among economic actors. This article explores how interfirm networks in the U.S. venture capital (VC) market affect spatial patterns of exchange. Evidence suggests that information about potential investment opportunities generally circulates within geographic and industry spaces. In turn, the circumscribed flow of information within these spaces contributes to the geographic‐ and industry‐localization of VC investments. Empirical analyses demonstrate that the social networks in the VC community—built up through the industry’s extensive use of syndicated investing—diffuse information across boundaries and therefore expand the spatial radius of exchange. Venture capitalists that build axial positions in the industry’s coinvestment network invest more frequently in spatially distant companies. Thus, variation in actors’ positioning within the structure of the market appears to differentiate market participants’ ability to overcome boundaries that otherwise would curtail exchange.",Sociology
167,"We analyze the effect of weak field gravitational waves on the timing of pulsars, with particular attention to gauge invariance, that is, to the effects that are independent of the choice of coordinates. We find: (i) the Doppler shift cannot be separated into gauge invariant gravitational wave and kinetic contributions; (ii) a gauge invariant separation can be made for the time derivative of the Doppler shift in which the gravitational wave contribution is directly related to the Riemann tensor, and the kinetic contribution is that for special relativity; (iii) the gauge dependent effects in the Doppler shift play no role in the program of gravitational wave detection via pulsar timing. The direct connection shown between pulsar timing and the Riemann tensor of the gravitational waves will be of importance in discussions of gravitational waves from alternative (non-Einsteinian) theories of gravitation.",Astronomy
637,"This paper outlines a new approach to the study of power, that of the sociology of translation. Starting from three principles, those of agnosticism (impartiality between actors engaged in controversy), generalised symmetry (the commitment to explain conflicting viewpoints in the same terms) and free association (the abandonment of all a priori distinctions between the natural and the social), the paper describes a scientific and economic controversy about the causes for the decline in the population of scallops in St. Brieuc Bay and the attempts by three marine biologists to develop a conservation strategy for that population. Four ‘moments’ of translation are discerned in the attempts by these researchers to impose themselves and their definition of the situation on others: (a) problematisation: the researchers sought to become indispensable to other actors in the drama by denning the nature and the problems of the latter and then suggesting that these would be resolved if the actors negotiated the ‘obligatory passage point’ of the researchers' programme of investigation; (b) interessement: a series of processes by which the researchers sought to lock the other actors into the roles that had been proposed for them in that programme; (c) enrolment: a set of strategies in which the researchers sought to define and interrelate the various roles they had allocated to others; (d) mobilisation: a set of methods used by the researchers to ensure that supposed spokesmen for various relevant collectivities were properly able to represent those collectivities and not betrayed by the latter. In conclusion it is noted that translation is a process, never a completed accomplishment, and it may (as in the empirical case considered) fail.",Sociology
124,"In this article we present a first discovery of non radial pulsations in both components of the Herbig Ae spectroscopic binary star RS Cha. The binary was monitored in quasi-continuous observations during 14 observing nights (Jan 2006) at the 1m Mt John (New Zealand) telescope with the Hercules high-resolution echelle spectrograph. The cumulated exposure time on the star was 44 hrs, corresponding to 255 individual high-resolution echelle spectra with $R = 45000$. Least square deconvolved spectra (LSD) were obtained for each spectrum representing the effective photospheric absorption profile modified by pulsations. Difference spectra were calculated by subtracting rotationally broadened artificial profiles; these residual spectra were analysed and non-radial pulsations were detected. A subsequent analysis with two complementary methods, namely Fourier Parameter Fit (FPF) and Fourier 2D (F2D) has been performed and first constraints on the pulsation modes have been derived. In fact, both components of the spectroscopic binary are Herbig Ae stars and both show NRPs. The FPF method identified 2 modes for the primary component with (degree l, azimuthal number m) couples ordered by decreasing probability: f_1 = 21.11 c/d with (l,m) = (11,11), (11,9) or (10,6) and f_2 = 30.38 c/d with (l,m) = (10,6) or (9,5). The F2D analysis indicates for f_1 a degree l = 8-10. For the secondary component, the FPF method identified 3 modes with (l,m) ordered by decreasing probability: f_1 = 12.81 c/d with (l,m) = (2,1) or (2,2), f_2b = 19.11 c/d with (l,m) = (13,5) or (10,5) and f_3 = 24.56 c/d with (l,m) = (6,3) or (6,5). The F2D analysis indicates for f_1 a degree l = 2 or 3, but proposes a contradictory identification of f_2 as a radial pulsation (l = 0).",Astronomy
283,"Since the suggestion of relativistic shocks as the origin of gamma-ray bursts (GRBs) in early 90's, the mathematical formulation of this process has stayed at phenomenological level. One of the reasons for the slow development of theoretical works in this domain has been the simple power-law behaviour of the afterglows hours or days after the prompt gamma-ray emission. Nowadays with the launch of the Swift satellite, gamma-ray bursts can be observed in multi-wavelength from a few tens of seconds after trigger onward. These observations have leaded to the discovery of features unexplainable by the simple formulation of the shocks and emission processes used up to now. But ""devil is in details"" and some of these features may be explained with a more detailed formulation of phenomena and without adhoc addition of new processes. Such a formulation is the goal of this work. We present a consistent formulation of the collision between two spherical relativistic shells. The model can be applied to both internal and external shocks. Notably, we propose two phenomenological models for the evolution of the emitting region during the collision. One of these models is more suitable for the internal shocks and the other for the external collisions. We calculate radiation flux, lags, and hardness ratios. One of our aims has been a formulation enough complex to include the essential processes, but enough simple such that the data can be directly compared with the theory to extract the value and evolution of physical quantities. To accomplish this goal, we also suggest a procedure for extracting parameters of the model from data. In a following paper we numerically calculate the evolution of some simulated models and compare their features with the properties of the observed gamma-ray bursts.(abbreviated)",Astronomy
148,"Supernovae are the dominant energy source for driving turbulence within the interstellar plasma. Until recently, their effects on magnetic field amplification in disk galaxies remained a matter of speculation. By means of self-consistent simulations of supernova-driven turbulence, we find an exponential amplification of the mean magnetic field on timescales of a few hundred million years. The robustness of the observed fast dynamo is checked at different magnetic Reynolds numbers, and we find sustained dynamo action at moderate Rm. This indicates that the mechanism might indeed be of relevance for the real ISM. Sensing the flow via passive tracer fields, we infer that SNe produce a turbulent alpha effect which is consistent with the predictions of quasilinear theory. To lay a foundation for global mean-field models, we aim to explore the scaling of the dynamo tensors with respect to the key parameters of our simulations. Here we give a first account on the variation with the supernova rate.",Astronomy
192,"The magnetorotational instability (MRI) plays an essential role in the formation of stars and black holes. By destabilizing hydrodynamically stable Keplerian flows, the MRI triggers turbulence and enables outward transport of angular momentum in accretion discs. We present the results of a liquid metal Taylor-Couette experiment under the influence of helical magnetic fields that show typical features of MRI at Reynolds numbers of the order 1000 and Hartmann numbers of the order 10. Particular focus is laid on an improved experiment in which split end caps are used to minimize the Ekman pumping.",Astronomy
270,"We present a set of numerical simulations addressing the effects of magnetic field strength and orientation on the flow-driven formation of molecular clouds. Fields perpendicular to the flows sweeping up the cloud can efficiently prevent the formation of massive clouds but permit the build-up of cold, diffuse filaments. Fields aligned with the flows lead to substantial clouds, whose degree of fragmentation and turbulence strongly depends on the background field strength. Adding a random field component leads to a ""selection effect"" for molecular cloud formation: high column densities are only reached at locations where the field component perpendicular to the flows is vanishing. Searching for signatures of colliding flows should focus on the diffuse, warm gas, since the cold gas phase making up the cloud will have lost the information about the original flow direction because the magnetic fields redistribute the kinetic energy of the inflows.",Astronomy
930,"Sociological studies of professions have traditionally focused on definitional list-making in an attempt to differentiate professions from nonprofessions. Despite recent criticisms of that approach, it has persisted. After first discussing inconsistencies and difficulties associated with the traditional approach, this paper explores an alternative perspective for analyzing professions. It is argued that the ability to obtain and maintain professional status is closely related to concrete occupational strategies and to wider social forces and arrangements of power. Such a perspective leads to a consideration of the social meaning of occupational tasks, the resources behind the emergence and continuation of professionalism, and the social consequences of professionalism.",Sociology
95,"We present some results of an observational and theoretical study on unresolved stellar systems based on the Surface Brightness Fluctuations (SBF) technique. It is shown that SBF magnitudes are a valuable tracer of stellar population properties, and a reliable distance indicator. SBF magnitudes, SBF-colors, and SBF-gradients can help to constrain within relatively narrow limits the metallicity and age of the dominant stellar component in distant stellar systems, especially if coupled with other spectro-photometric indicators.",Astronomy
21,"Radio interferometry probes astrophysical signals through incomplete and noisy Fourier measurements. The theory of compressed sensing demonstrates that such measurements may actually suffice for accurate reconstruction of sparse or compressible signals. We propose new generic imaging techniques based on convex optimization for global minimization problems defined in this context. The versatility of the framework notably allows introduction of specific prior information on the signals, which offers the possibility of significant improvements of reconstruction relative to the standard local matching pursuit algorithm CLEAN used in radio astronomy. We illustrate the potential of the approach by studying reconstruction performances on simulations of two different kinds of signals observed with very generic interferometric configurations. The first kind is an intensity field of compact astrophysical objects. The second kind is the imprint of cosmic strings in the temperature field of the cosmic microwave background radiation, of particular interest for cosmology.",Astronomy
689,"Status has become an increasingly influential concept in the fields of organizational and economic sociology during the past two decades. Research in this area has not only helped explain behavior within and between organizations, but has also contributed to our understanding of status processes more generally. In this review, we point to the contributions of this field in terms of the determinants of status, the effects of status, and the mechanisms by which these effects are produced. We next appraise the way in which a network approach has contributed to our formal understanding of status positions and status hierarchies. We then highlight recent studies that demonstrate the value of studying the structures of status hierarchies themselves rather than focusing solely on the actors within them. After suggesting potential directions for future research, we conclude by calling for renewed efforts to translate concepts and theories across levels of analysis and substantive commitment in order to build more general theories of status processes.",Sociology
487,"This article considers the question of whether our field should relabel itself the psychology of religion and spirituality. The meanings of religion and spirituality appear to be evolving. Religion is moving from a broadband construct-one that includes both the institutional and the individual, and the good and the bad-to a narrowband institutional construct that restricts and inhibits human potential. Spirituality, on the other hand, is becoming differentiated from religion as an individual expression that speaks to the greatest of human capacities. Several dangers in these trends are consiciered, including the danger of losing the sacred core of our field. An alternate approach to defining religion and spirituality is presented that preserves the heart of our discipline while encouraging the study of new pathways to the sacred and new meanings of the sacred itself.",Psychology
209,"The chemistry in the central regions of galaxies is expected to be strongly influenced by their nuclear activity. To find the best tracers of nuclear activity is of key importance to understand the processes taking place in the most obscured regions of galactic nuclei. In this work we present multi-line observations of CS, C34S, HNCO and C18O in a sample of 11 bright galaxies prototypical for different types of activity. The 32S/34S isotopic ratio is ~10, supporting the idea of an isotopical 34S enrichment due to massive star formation in the nuclear regions of galaxies. Although C32S and C34S do not seem to be significantly affected by the activity type, the HNCO abundance appears highly contrasted among starburst. We observed HNCO abundance variations of nearly two orders of magnitude. The HNCO molecule is shown to be a good tracer of the amount of molecular material fueling the starburst and therefore can be used as a diagnostics of the evolutionary state of a nuclear starburst.",Astronomy
604,"the psychology of behaviour at work the individual in, the psychology of behaviour at work the individual in the, download pdf the psychology of behaviour at work free, the psychology of behaviour at work the individual in the, work psychology understanding human behaviour in the, the psychology of behaviour at work second edition isbn, industrial and organizational psychology wikipedia, the psychology of behaviour at work by adrian furnham, the psychology of behaviour at work the individual in the, the psychology of behaviour at work htw berlin, the psychology of behaviour at work second edition, 15 red flags of passive aggressive behavior at work, the psychology of behaviour at work pdf download, the psychology of behaviour at work adrian furnham, buy the psychology of behaviour at work the individual in, the psychology of behaviour at work the individual in, the psychology of behaviour at work the individual in the, the psychology of behaviour at work the individual in the, the psychology of behaviour at work ebook by adrian, the psychology of behaviour at work faith e4gle org, work psychology and organizational behaviour sage, the psychology of behaviour at work adrian furnham, positive psychology in the workplace wikipedia, bol com the psychology of behaviour at work adrian, the psychology of change management mckinsey amp company, the psychology of behaviour at work the psychology of, the psychology of behaviour at work the individual in the, psychology of behaviour at work pdf download, the psychology of behaviour at work google books, the psychology of a workplace bully guardian careers, the psychology of behaviour at work routledge com, the psychology of behaviour at work the individual in the, the future and past of work psychology and, the psychology of behaviour at work the individual in, psychology of behaviour at work by adrian furnham 9781, organizational psychology and behavior an integrated, psychology of behaviour at work the individual in the, the psychology of behaviour at work the individual in the, the psychology of behaviour at work the individual in the, the psychology of behaviour at work the individual in, the psychology of behaviour at work adanet de, the psychology of behaviour at work the individual in the, the psychology of behaviour at work homelessresources net",Psychology
543,"This thoroughly revised third edition of Harry H. Harman's authoritative text incorporates the many new advances made in computer science and technology over the last ten years. The author gives full coverage to both theoretical and applied aspects of factor analysis from its foundations through the most advanced techniques. This highly readable text will be welcomed by researchers and students working in psychology, statistics, economics, and related disciplines.",Psychology
3,"The new generation of 8 to 10m class telescope is providing us with high-quality spectral information on the rest-frame ultraviolet region of star-forming galaxies at cosmological distances. The data can be used to address questions such as, e.g., the star-formation histories, the stellar initial mass function, the dust properties, and the energetics and chemistry of the interstellar medium. We can tackle these issues from a different angle by comparing the spectral properties of high-redshift galaxies to those of their counterparts in the local universe. I give a review of recent developments related to observations and empirical modeling of the ultraviolet spectra of local galaxies with recent star formation. The emphasis is on the youngest stellar populations with ages less than 100 Myr. Current uncertainties will be discussed, and areas where progress is needed in the future are highlighted.",Astronomy
389,"Social psychological research has taught us a lot about why people protest. This article provides a theoretical and empirical overview. Discussed are grievances, efficacy, identification, emotions and social embeddedness, followed by the most recent approaches, which combine these concepts into dual pathway models. Finally, two future directions are discussed: (1) to shed light on the paradox of persistent participation, and (2) to clarify how perceptions of sociopolitical context affects protest participation.",Psychology
547,"Attitudes and personality traits - how they are defined and measured behaviourial consistency - theory and research in personality and social psychology the principle of aggregation - creating stability and consistency moderating variables - effects of individual differences, characteristics of the disposition, situational factors, and type of behaviour theory of planned behaviour - prediction of specific actions with varying degrees of volitional control.",Psychology
597,"The constructivist psychologies theorize about and investigate how human beings create systems for meaningfully understanding their worlds and experiences. I refer to these “constructivisms” using the plural because there are many varieties of constructivism (Neimeyer & Raskin, 2001) and they have been described in various constellations (Botella, 1995; Chiari & Nuzzo, 1996a, 1996b; Lyddon, 1995; Mahoney, 1988, 1991, 1995; Rosen, 1996; Sexton, 1997). Depending upon how one chooses to carve out categories of constructivism, one finds differing areas of commonality and divergence. Regardless, the constructivist psychologies have grown immensely in quantity and influence over the past fifty years, originating in a variety of theoretical and research venues that have slowly developed greater contact with each other and with psychology at large. In fact, as the 21 Century begins, constructivist psychologists find themselves standing at the crossroads, ready to make their mark on the broader discipline of psychology. However, despite their steadily growing influence, constructivist psychologies have not evolved into a single, coherent, theoretically consistent orientation. Given numerous theoretical differences, there is not even agreement among constructivist psychologists that arriving at a singularly recognizable orientation is desirable. Nevertheless, some constructivist psychologists’ efforts to form a loosely confederated constructivist theoretical orientation have made inroads into mainstream psychology, as evidenced by the",Psychology
903,"When, in 1975, Joseph Ben-David and Teresa Sullivan reviewed the ""Sociology of Science"" for this series, they did not need to mention the sociology of scientific knowledge. Just six years later, Ben-David (1981) published a review article with ""Sociology of Scientific Knowledge"" as the title. These two articles indicate the phenomenal growth of the subdiscipline in recent years. As Ben-David (1981:54) writes, ""No paper on recent developments in the sociology of science can ignore the 'revolutionary' circumstances which prevailed in the field during the seventies."" As a participant in the development of the subject I can bear witness to both the excitement and disappointment of the period. It was exciting because the sociology of scientific knowledge appeared to promise a kind of sociological perfection. It was a field in which detailed empirical research could have the most profound theoretical consequences. Accessible and self-contained institutions contained the fundamental secrets of certainty and we had only to split these social ""atoms"" to create the light of understanding. It was immediately disappointing because hardly anybody in the major sociological marketplace, the United States, saw the light; all they felt, as it were, was the draught. And it is recently disappointing because, though the field has only begun to fulfil its potential, disagreements are now taking up more space than substantive contributions, the standard for an",Sociology
591,"Appraisal theory has become one of the most active aproaches in the domain of emotion psychology. The appraisal process consists of the subjective evaluation that occurs during the individual's encounter with significant events in the environment, thus determining the nature of the emotional reaction and experience. The organism's interpretation of events and situations elicits and differentiates its emotional responses, although the exact processes involved and the limits of the theory are still a matter of debate and are currently the object of active research. This volume is intended to become the primary source of information on appraisal for all those interested in emotion, from beginning graduate students to accomplished researchers in emotion psychology.",Psychology
122,"We compare the sensitivity of a recent bound on time variation of the fine structure constant from optical clocks with bounds on time varying fundamental constants from atomic clocks sensitive to the electron-to-proton mass ratio, from radioactive decay rates in meteorites, and from the Oklo natural reactor. Tests of the Weak Equivalence Principle also lead to comparable bounds on present variations of constants. The ""winner in sensitivity"" depends on what relations exist between the variations of different couplings in the standard model of particle physics, which may arise from the unification of gauge interactions. WEP tests are currently the most sensitive within unified scenarios. A detection of time variation in atomic clocks would favour dynamical dark energy and put strong constraints on the dynamics of a cosmological scalar field.",Astronomy
19,"The findings of a nine orbit calibration plan carried out during HST Cycle 15, to fully determine the NICMOS camera 2 (2.0 micron) polarization calibration to high accuracy, are reported. Recently Ueta et al. and Batcheldor et al. have suggested that NICMOS possesses a residual instrumental polarization at a level of 1.2-1.5%. This would completely inhibit the data reduction in a number of GO programs, and hamper the ability of the instrument to perform high accuracy polarimetry. We obtained polarimetric calibration observations of three polarimetric standards at three spacecraft roll angles separated by ~60deg. Combined with archival data, these observations were used to characterize the residual instrumental polarization in order for NICMOS to reach its full potential of accurate imaging polarimetry at p~1%. Using these data, we place an 0.6% upper limit on the instrumental polarization and calculate values of the parallel transmission coefficients that reproduce the ground-based results for the polarimetric standards. The uncertainties associated with the parallel transmission coefficients, a result of the photometric repeatability of the observations, are seen to dominate the accuracy of p and theta. However, the updated coefficients do allow imaging polarimetry of targets with p~1.0% at an accuracy of +/-0.6% and +/-15deg. This work enables a new caliber of science with HST.",Astronomy
656,"Persistent racial inequality in employment, housing, and a wide range of other social domains has renewed interest in the possible role of discrimination. And yet, unlike in the pre-civil rights era, when racial prejudice and discrimination were overt and widespread, today discrimination is less readily identifiable, posing problems for social scientific conceptualization and measurement. This article reviews the relevant literature on discrimination, with an emphasis on racial discrimination in employment, housing, credit markets, and consumer interactions. We begin by defining discrimination and discussing relevant methods of measurement. We then provide an overview of major findings from studies of discrimination in each of the four domains; and, finally, we turn to a discussion of the individual, organizational, and structural mechanisms that may underlie contemporary forms of discrimination. This discussion seeks to orient readers to some of the key debates in the study of discrimination and to provide a roadmap for those interested in building upon this long and important line of research.",Sociology
698,"Elites are those with vastly disproportionate control over or access to a resource. We can understand this as a position that a social actor occupies, or we can imagine such resources as a possession of an actor. The study of elites is the study of power and inequality, from above. It involves looking at the distribution of social resources, which can include economic, social, cultural, political, or knowledge capital. It also means exploring the role of institutions such as schools, families, and clubs in how such resources are organized and distributed. Over the past decade, particularly as social power and economic rewards have become increasingly concentrated in the hands of the few, elite sociology has experienced a revival. Empirical observations of these phenomena point to the changing character of American inequality.",Sociology
